text,title
"Время-то как быстро бежит. Недавно еще лето было, а теперь вроде как зима. Ходят в шубах. И в театрах зимние сезоны начались.",ТЕАТР ДЛЯ СЕБЯ
"А интересно, какие убытки понесут театры в этом зимнем сезоне?",ТЕАТР ДЛЯ СЕБЯ
Летние убытки только-только сейчас подсчитываются. Летний сезончик не был выдающимся.,ТЕАТР ДЛЯ СЕБЯ
"Которые товарищи актеры приезжают из провинции, те все зубами скрипят.",ТЕАТР ДЛЯ СЕБЯ
"-- Прямо, говорят, для себя играли -- нема никакой публики. Или, может быть, зритель малокультурный, или другие какие причины, а только не идет. Зимой еще ничего -- ходят, а летом -- ни в какую. Прямо хоть за ногу волоки зрителя.",ТЕАТР ДЛЯ СЕБЯ
"А зритель, это верно, летом предпочитает легкие и недорогие увеселения -- полежать брюхом вверх на солнышке, или выкупаться на шермака в реченке, или, наконец, нарвать полевых цветов и нюхать даром.",ТЕАТР ДЛЯ СЕБЯ
Вот какой пошел зритель. И с чего бы это он так?,ТЕАТР ДЛЯ СЕБЯ
В одном небольшом городе сущая срамота произошла на этой почве.,ТЕАТР ДЛЯ СЕБЯ
"А приехала туда небольшая труппа. Начала, конечно, эта труппа сгоряча драму играть.",ТЕАТР ДЛЯ СЕБЯ
"Играют драму, а публика не идет на драму.",ТЕАТР ДЛЯ СЕБЯ
Свернулась труппа и--назад.,ТЕАТР ДЛЯ СЕБЯ
Сунулся в этот город другой небольшой коллективчик. Администратор этого коллективчика говорит:,ТЕАТР ДЛЯ СЕБЯ
"-- Не такой это, товарищи, город, чтоб тут драму играть. Тут надо легкие, смешные штуки ставить.",ТЕАТР ДЛЯ СЕБЯ
Начали они ставить легкие штуки -- опять не идет публика.,ТЕАТР ДЛЯ СЕБЯ
Три раза поставили. Рубля три с полтиной выручили и поскорей из этого странного города.,ТЕАТР ДЛЯ СЕБЯ
"Начались в актерских кругах брожения и разговоры: как и чем привлечь публику. И не пойдет ли эта публика, как вы думаете, на оперетту?",ТЕАТР ДЛЯ СЕБЯ
"Рванулась туда оперетта. Поставили музыкальную оперетту с отчаянной пляской. Человек  пришло. А как пришло--неизвестно. Кассир клялся и божился, что ни одного билета не было продано.",ТЕАТР ДЛЯ СЕБЯ
Опереточный премьер сказал:,ТЕАТР ДЛЯ СЕБЯ
-- В этот город циркачам только и ехать. Высокое искусство здесь ни к чему.,ТЕАТР ДЛЯ СЕБЯ
Дошли эти симпатичные слухи до цирка. Директор говорит:,ТЕАТР ДЛЯ СЕБЯ
-- Надо ехать. Цирк--это самое демократическое искусство. Этому городу как-раз угодим.,ТЕАТР ДЛЯ СЕБЯ
"Поехали. Действительно, народ несколькс погуще пришел. Прямо старожилы не запомнят такого количества, -- человек тридцать было на первом представлении. На втором чуть поменьше.",ТЕАТР ДЛЯ СЕБЯ
Подсчитал цирк убытки и -- ходу.,ТЕАТР ДЛЯ СЕБЯ
"А на вокзале, перед самой посадкой, произошла задержка. Несметная толпа собралась провожать циркачей. Тысяч восемь приперлось народу. Качали всех актеров и всех зверей. Верблюду челюсть вывихнули во время качки.",ТЕАТР ДЛЯ СЕБЯ
После делегация от текстильщиков и металлистов подошла к директору и стала нежно упрашивать:,ТЕАТР ДЛЯ СЕБЯ
"-- Нельзя ли, мол, по бесплатной цене тут же под открытым небом, на вольном воздухе, на перроне, устроить небольшую цирковую программу из трех--четырех ""номерей"".",ТЕАТР ДЛЯ СЕБЯ
"Но тут, к сожалению, произошел третий звонок. Сели циркачи по вагонам, грустно развели руками и уехали.",ТЕАТР ДЛЯ СЕБЯ
"Так никто и не узнал, отчего и почему самое демократическое искусство уехало тоже с убытком.",ТЕАТР ДЛЯ СЕБЯ
"Народ малокультурный, что ли? Или, может быть, деньжонок нехватка. Ась?",ТЕАТР ДЛЯ СЕБЯ
Кончено. Баста! Никакой жалости к людям не осталось в моем сердце.,ГИБЕЛЬ ЧЕЛОВЕКА
"Вчера еще до шести часов вечера сочувствовал и уважал людей, а нынче не могу, ребятишки. До последней точки докатилась людская неблагодарность.",ГИБЕЛЬ ЧЕЛОВЕКА
"Вчера, извольте видеть, за мою жалость к ближнему человеку отчаянно пострадал и, может, даже предстану перед народным судом в ближайшем будущем.",ГИБЕЛЬ ЧЕЛОВЕКА
Баста. Зачерствело мое сердце. Пущай ближние больше на меня не рассчитывают.,ГИБЕЛЬ ЧЕЛОВЕКА
"А шел я вчера по улице. Иду я вчера по улице и вижу -- народ будто стоит, скопившись подле ворот. И кто-то отчаянно охает. И кто-то руками трясет. И вообще вижу -- происшествие. Подхожу. Спрашиваю об чем шум.",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Да вот, говорят, тут ногу сломал один гражданин. Идти теперь не может.",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Да уж, говорю, тут не до ходьбы.",ГИБЕЛЬ ЧЕЛОВЕКА
"Растолкал я публику и подхожу ближе к месту действия. И вижу -- какой-то человечишко действительно лежит на плитуаре. Морда у него отчаянно белая и нога в брюке сломана. И лежит он, сердечный друг, упершись башкой в самую тумбу и бормочет:",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Мол, довольно склизко, граждане, извиняюсь. Шел и упал, конечно. Нога--вещь непрочная.",ГИБЕЛЬ ЧЕЛОВЕКА
"Сердце у меня горячее, жалости к людям много и вообще не могу видеть гибель человека на улице.",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Братцы, говорю, да может, он член союза. Надо же предпринять тем не менее.",ГИБЕЛЬ ЧЕЛОВЕКА
"И сам, конечно, бросаюсь в телефонную будку. Вызываю скорую помощь. Говорю: нога сломана у человека, поторопитесь по адресу.",ГИБЕЛЬ ЧЕЛОВЕКА
Приезжает карета. В белых балахонах сходят оттеда четыре врача. Разгоняют публику и укладывают пострадавшего человека на носилки.,ГИБЕЛЬ ЧЕЛОВЕКА
"Между прочим, вижу -- этот человек совершенно не желает, чтобы его положили на носилки. Пихает всех четырех врачей остатней, здоровой ногой и до себя не допущает.",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Пошли вы, говорит, все четыре врача туда-сюда. Я, говорит, может, домой тороплюся.",ГИБЕЛЬ ЧЕЛОВЕКА
"И сам чуть, знаете, не плачет.",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Что, думаю, за смятение ума у человека.",ГИБЕЛЬ ЧЕЛОВЕКА
И вдруг произошло некоторое замешательство. И вдруг слышу -- меня кличут.,ГИБЕЛЬ ЧЕЛОВЕКА
"-- Это, говорят, дядя, ты вызывал карету скорой помощи?",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Я, говорю.",ГИБЕЛЬ ЧЕЛОВЕКА
"-- Ну, так, говорят, придется тебе через это отвечать по всей строгости революционных законов. Потому как зря карету вызвал -- у гражданина искусственная нога обломилась.",ГИБЕЛЬ ЧЕЛОВЕКА
Записали мою фамилию и отбыли.,ГИБЕЛЬ ЧЕЛОВЕКА
"И чтобы я после этого факта еще расстраивал свое благородное сердце -- ни в жисть! Пущай убивают на моих глазах человека -- ни по чем не поверю. Потому -- может, для киносъемки его убивают.",ГИБЕЛЬ ЧЕЛОВЕКА
"И вообще ничему теперь не верю, -- время такое невероятное.",ГИБЕЛЬ ЧЕЛОВЕКА
"Всегда я симпатизировал центральным убеждениям,",ПРЕЛЕСТИ КУЛЬТУРЫ
"Даже вот, когда в эпоху военного коммунизма нэп вводили, я не протестовал. Нэп--так нэп. Вам видней.",ПРЕЛЕСТИ КУЛЬТУРЫ
Но между прочим при введении нэпа сердце у меня отчаянно сжималось. Я как бы предчувствовал некоторые резкие перемены.,ПРЕЛЕСТИ КУЛЬТУРЫ
"И действительно при военном коммунизме куда как было свободней в отношении культуры и цивилизации. Скажем, в театре можно было свободно даже не раздеваться -- сиди в чем пришел. Это было достижение.",ПРЕЛЕСТИ КУЛЬТУРЫ
"А вопрос культуры -- это собачий вопрос. Хотя бы насчет того же раздеванья в театре. Конечно, слов нету, без пальто публика выгодней отличается -- красивей и элегантней. Но что хорошо в буржуазных странах, то у нас иногда выходит боком.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Товарищ Локтев и его дама Нюша Кошелькова на-днях встретили меня на улице. Я гулял или, может быть, шел горло промочить--не помню.",ПРЕЛЕСТИ КУЛЬТУРЫ
Встречают и уговаривают.,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Горло, -- говорят,-- Василий Митрофанович, от вас не убежит. Горло завсегда при вас, завсегда его прополоскать успеете. Идемте лучше сегодня в театр. Спектакль--„Грелка"".",ПРЕЛЕСТИ КУЛЬТУРЫ
"И, одним словом, уговорили меня пойти в театр -- провести культурно вечер.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Пришли мы, конечно, в театр. Взяли, конечно, билеты по рубль тридцать. Поднялись по лестнице. Вдруг назад кличут. Велят раздеваться.",ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Польта, говорят, сымайте.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Локтев, конечно, с дамой моментально скинули польта. А я, конечно, стою в раздумьи. Пальто у меня было в тот вечер прямо на ночную рубашку надето. Пиджака не было. И чувствую, братцы мои, сымать как-то неловко. Прямо, думаю, срамота может сейчас произойти. Главное -- рубаха нельзя сказать, что грязная. Рубаха не особо грязная. Но, конечно, грубая, ночная. Шинельная пуговица, конечно, на вороте пришита крупная. Срамота, думаю, с такой крупной пуговицей в фойе идти.",ПРЕЛЕСТИ КУЛЬТУРЫ
Я говорю своим:,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Прямо, говорю, товарищи, не знаю, чего и делать. Я сегодня одет неважно. Неловко как-то мне пальто сымать. Все-таки подтяжки там и сорочка опять же грубая.",ПРЕЛЕСТИ КУЛЬТУРЫ
Товарищ Локтев говорит:,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Ну, покажись.",ПРЕЛЕСТИ КУЛЬТУРЫ
Расстегнулся я. Показываюсь.,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Да, говорит, действительно видик...",ПРЕЛЕСТИ КУЛЬТУРЫ
"Дама тоже, конечно, посмотрела и говорит:",ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Я, говорит, лучше домой пойду. Я, говорит, не могу, чтоб кавалеры в одних рубахах рядом со мной ходили. Вы бы, говорит, еще подштанники поверх штанов пристегнули. Довольно, говорит, вам неловко в таком",ПРЕЛЕСТИ КУЛЬТУРЫ
отвлеченном виде в театры ходить.,ПРЕЛЕСТИ КУЛЬТУРЫ
Я говорю:,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Я не знал, что я в театры хожу, -- дура какая. Я. может, пиджаки редко надеваю. Может, я их берегу,--что тогда?",ПРЕЛЕСТИ КУЛЬТУРЫ
"Стали мы думать, чего делать. Локтев, собака, говорит:",ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Вот чего. Я, говорит, Василий Митрофанович, сейчас тебе свою жилетку дам. Одевай мою жилетку и ходи в ней, будто тебе все время в пиджаке жарко.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Расстегнул он свой пиджачек, стал щупать и шарить внутри себя.",ПРЕЛЕСТИ КУЛЬТУРЫ
".-- Ой, говорит, мать честная, я, говорит, сам сегодня не при жилетке. Я, говорит, тебе лучше сейчас галстух дам, все-таки поприличней. Привяжи на шею и ходи, будто тебе жарко.",ПРЕЛЕСТИ КУЛЬТУРЫ
Дама говорит:,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Лучше, говорит, я, ей-богу, домой пойду. Мне, говорит, дома как-то спокойней и постирушка ждет. А то, говорит, один кавалер чуть не в подштанниках, а у другого галстук заместо пиджака. Пущай, говорит, Василий Митрофанович в пальто попросит пойти.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Просим и умоляем, показываем союзные книжки -- не пущают. Это, говорят, не  год в пальто сидеть.",ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Ну, говорю, ничего не пропишешь. Кажись, братцы, надо домой ползти.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Но как подумаю, что рубль тридцать заплачено, не могу идти -- ноги не идут к выходу. Локтев, собака, говорит:",ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Вот чего. Ты, говорит, подтяжки отстегни, -- пущай их дама понесет заместо сумочки. А сам валяй как есть: будто у тебя это летняя рубашка „апаш"" и тебе, одним словом, в ней все время жарко.",ПРЕЛЕСТИ КУЛЬТУРЫ
Дама говорит:,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Я подтяжки не понесу, как хотите. Я, говорит, не для того в театры хожу, чтоб мужские предметы в руках носить. Пущай Василий Митрофанович сам несет или в карман себе сунет.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Раздеваю пальто. Стою в рубашке, как сукин сын.",ПРЕЛЕСТИ КУЛЬТУРЫ
А холод довольно собачий. Дрожу и прямо зубами лязгаю. А кругом публика смотрит.,ПРЕЛЕСТИ КУЛЬТУРЫ
Дама отвечает:,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Скорей вы, подлец этакий, отстегивайте помочи. Народ же кругом ходит. Ой, ей-богу, лучше я домой сейчас пойду.",ПРЕЛЕСТИ КУЛЬТУРЫ
"А мне скоро тоже не отстегнуть. Мне холодно. У меня, может, пальцы не слушаются -- сразу отстегивать. Я упражнения руками делаю.",ПРЕЛЕСТИ КУЛЬТУРЫ
После приводим себя в порядок и садимся в места.,ПРЕЛЕСТИ КУЛЬТУРЫ
Первый акт проходит хорошо. Только что холодно. Я весь акт гимнастикой занимался.,ПРЕЛЕСТИ КУЛЬТУРЫ
Вдруг в антракте задние соседи скандал поднимают. Зовут администрацию. Объясняют насчет меня.,ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Дамам, говорят, противно на ночные рубашки глядеть. Это, говорят, их шокирует. Кроме того, говорят, он все время вертится, как сукин сын.",ПРЕЛЕСТИ КУЛЬТУРЫ
Я говорю:[Author D: at Sun Dec  ::  ],ПРЕЛЕСТИ КУЛЬТУРЫ
"-- Я верчусь от холода. Посидите-ка сами в одной рубахе. А я, говорю, братцы, и сам не рад. Что же сделать?",ПРЕЛЕСТИ КУЛЬТУРЫ
"Волокут меня, конечно, в контору. Записывают все как есть.",ПРЕЛЕСТИ КУЛЬТУРЫ
После отпущают.,ПРЕЛЕСТИ КУЛЬТУРЫ
"А теперь, говорят, придется трешку по суду отдать.",ПРЕЛЕСТИ КУЛЬТУРЫ
"Вот гадость-то! Прямо не угадаешь, откуда неприятности...",ПРЕЛЕСТИ КУЛЬТУРЫ
"Это маленькое незаметное происшествие случилось на станции ""Ряжи"".",ДОКТОР МЕДИЦИНЫ
"Там наш поезд остановился минут на десять, поджидая встречного.",ДОКТОР МЕДИЦИНЫ
"Вот наш поезд остановился. Посыпалась, конечно, публика в вагоны. А среди них, семеня ножками, видим, протискивается один такой немолодой уже гражданин с мешком за плечами.",ДОКТОР МЕДИЦИНЫ
"Это был такой довольно затюканный интеллигентик. Такие у него были усишки висячие, как у Максима Горького. Кожица на лице такая тусклая. Ну, сразу видать -- человек незнаком с физкультурой и вообще, видать, редко посещает общие собрания.",ДОКТОР МЕДИЦИНЫ
"Вот он спешит по платформе к вагону. А на спине у него довольно-таки изрядный мешок болтается. И чего в этом мешке -- пока неизвестно. Но поскольку человек спешит из деревенского района, то можно заключить, что в мешке не еловые шишки лежат, а пшеница, или там сало, или, скорей всего, мука, поскольку с мешка сыплется именно эта самая продукция.",ДОКТОР МЕДИЦИНЫ
Помощник дежурного по станции оглядел вверенных ему пассажиров и вдруг видит такой прискорбный факт -- мешочник.,ДОКТОР МЕДИЦИНЫ
"Вот он мигнул агенту, -- мол, обратите внимание на этого субъекта.",ДОКТОР МЕДИЦИНЫ
"И, поскольку в связи с уборкой урожая спекулянты и мешочники закопошились и начали хлеб вывозить, так вот -- не угодно ли-- опять факт налицо.",ДОКТОР МЕДИЦИНЫ
Агент дежурному говорит:,ДОКТОР МЕДИЦИНЫ
-- То есть наглость этих господ совершенно не поддается описанию. Каждый день сорок или пятьдесят спекулянтов вывозят отсюда драгоценное зерно. То есть на это больно глядеть.,ДОКТОР МЕДИЦИНЫ
"Тем временем наш интеллигентик покрякивая взобрался в вагон со своим товаром. Сел и, как ни в чем не бывало, засунул свой мешок под лавку. И делает вид, что все спокойно, он, изволите видеть, в Москву едет.",ДОКТОР МЕДИЦИНЫ
Дежурный агенту говорит:,ДОКТОР МЕДИЦИНЫ
"-- Позвольте, позвольте, я где-то этого старикана видел. Ну да, говорит, я его тут на прошлой неделе видел. Он, говорит, по платформе колбасился и какие-то мешки и корзинки в вагон нагружал.",ДОКТОР МЕДИЦИНЫ
Агент говорит:,ДОКТОР МЕДИЦИНЫ
-- Тогда надо у него удостоверение личности потребовать и поглядеть его поклажу.,ДОКТОР МЕДИЦИНЫ
"Вот агент с дежурным по станции взошли в вагон и обращаются до этого интеллигентика: мол, будьте добры, прихватите свой мешочек и будьте любезны за нами следовать.",ДОКТОР МЕДИЦИНЫ
"Пассажир, конечно, побледнел, как полотно. Начал чего-то такое лопотать, за свой карманчик хвататься.",ДОКТОР МЕДИЦИНЫ
"-- Позвольте, говорит, в чем дело? Я в Москву еду. Вот мои документы. Я есть доктор медицины.",ДОКТОР МЕДИЦИНЫ
Агент говорит:,ДОКТОР МЕДИЦИНЫ
"- Все мы доктора! Тем не менее, говорит, будьте любезны без лишних рассуждений о высоких материях слезть с вагона и проследовать за нами в дежурную комнату.",ДОКТОР МЕДИЦИНЫ
Интеллигент говорит:,ДОКТОР МЕДИЦИНЫ
"-- Но, позвольте, говорит, скорей всего поезд сейчас тронется. Я запоздать могу.",ДОКТОР МЕДИЦИНЫ
Дежурный по станции говорит:,ДОКТОР МЕДИЦИНЫ
"-- Поезд еще не сейчас тронется. Но на этот счет вам не приходится беспокоиться. Тем более, у вас, скорей всего, мало будет шансов ехать именно с этим поездом.",ДОКТОР МЕДИЦИНЫ
"Начал наш пассажир тяжело дышать, за сердечишко свое браться, пульс щупать. После видит -- надо исполнять приказание. Вынул из-под лавки мешок, нагрузил на свои плечики и последовал за дежурным.",ДОКТОР МЕДИЦИНЫ
Вот пришли они в дежурную комнату.,ДОКТОР МЕДИЦИНЫ
Агент говорит:,ДОКТОР МЕДИЦИНЫ
"-- Не успели, знаете, урожай собрать, как эти форменные гады обратно закопошились и мешками вывозят ценную продукцию. Вот шлепнуть бы, говорит, одного, другого, и тогда это начисто заглохнет. Нуте, говорит, развяжи мешок и покажи, чего там у тебя внутри напихано.",ДОКТОР МЕДИЦИНЫ
Интеллигент говорит:,ДОКТОР МЕДИЦИНЫ
"-- Тогда, говорит, сами развязывайте. Я вам не мальчик мешки расшнуровывать. Я, говорит, из деревни еду и мне, говорит, удивительно глядеть, чего вы ко мне прилипаете.",ДОКТОР МЕДИЦИНЫ
"Развязали мешок. Развернули. Видят, поверх всего каравай хлеба лежит. Агент говорит:",ДОКТОР МЕДИЦИНЫ
"-- Ах, вoт, говорит, какой ты есть врач медицины. Врач медицины, а у самого хлеб в мешках понапихан. Очень великолепно! Вытрусите весь мешок!",ДОКТОР МЕДИЦИНЫ
"Вытряхнули из мешка всю продукцию, глядят-- ничего такого нету. Вот бельишко, докторские подштанники. Вот пикейное одеяльце. В одеяльце завернут ящик с разными докторскими щипцами, штучками и чертовщинками. Вот еще пара научных книг. И больше ничего.",ДОКТОР МЕДИЦИНЫ
"Оба два администратора начали весьма извиняться. Мол, очень извините и все такое. Сейчас мы вам обратно все в мешок запихаем и, будьте любезны, поезжайте со спокойной совестью.",ДОКТОР МЕДИЦИНЫ
Доктор медицины говорит:,ДОКТОР МЕДИЦИНЫ
"-- Мне, говорит, все это очень оскорбительно. И поскольку я послан с ударной бригадой в колхоз, как доктор медицины, то мне, говорит, просто неинтересно видеть, как меня спихивают с вагона чуть не под колесья и",ДОКТОР МЕДИЦИНЫ
роются в моем гардеробе,ДОКТОР МЕДИЦИНЫ
"Дежурный, услыхав про колхоз и ударную бригаду, прямо даже затрясся",ДОКТОР МЕДИЦИНЫ
"всем телом и начал интеллигенту беспрестанно кланяться. Мол будьте так добры, извините. Прямо это такое печальное недоразумение. Тем более, нас мешок ввел в заблуждение.",ДОКТОР МЕДИЦИНЫ
Доктор говорит:,ДОКТОР МЕДИЦИНЫ
"-- Что касается мешка, то мне, говорит, его крестьяне дали, поскольку моя жена, другой врач медицины, выехала из колхоза в Москву с чемоданом, а меня, говорит, еще на неделю задержали по случаю эпидемии острожелудочных заболеваний. А жену, говорит, может быть, помните, на прошлой неделе провожал и помогал ей предметы в вагон носить.",ДОКТОР МЕДИЦИНЫ
Дежурный говорит:,ДОКТОР МЕДИЦИНЫ
"-- Да, да, я чего-то такое вспоминаю.",ДОКТОР МЕДИЦИНЫ
"Тут агент с дежурным поскорей запихали в мешок чего вытряхнули, сами донесли мешок до вагона, расчистили место интеллигенту, прислонили его к самой стеночке, чтоб он, утомленный событиями, боже сохрани, не сковырнулся во время движения, пожали ему благородную ручку и опять стали сердечно извиняться.",ДОКТОР МЕДИЦИНЫ
"-- Прямо, говорят, мы и сами не рады, что вас схватили. Тем более, человек едет в колхоз, лечит, беспокоится, лишний месяц задерживается по случаю желудочных заболеваний, а тут наряду с этим такое неосмотрительное канальство с нашей стороны. Очень, говорят, сердечно извините!",ДОКТОР МЕДИЦИНЫ
Доктор говорит:,ДОКТОР МЕДИЦИНЫ
"-- Да уж ладно, чего там! Пущай только поезд поскорей тронется, а",ДОКТОР МЕДИЦИНЫ
то у меня на вашем полустанке голова закружилась.,ДОКТОР МЕДИЦИНЫ
"Дежурный с агентом почтительно поклонились и вышли из вагона, рассуждая о том, что, конечно, и среди этой классовой прослойки -- не все сукины дети. А вот некоторые, не щадя своих знаний, едут во все места и отдают свои научные силы народу.",ДОКТОР МЕДИЦИНЫ
Вскоре после этого наш поезд тронулся.,ДОКТОР МЕДИЦИНЫ
"Да перед тем как тронуться, дежурный лично смотался на станцию, приволок пару газет и подал их бесплатно интеллигенту.",ДОКТОР МЕДИЦИНЫ
"-- Вот, говорит, почитайте в пути, неравно заскучаете.",ДОКТОР МЕДИЦИНЫ
"И тут раздался свисток, гудок, дежурный с агентом взяли под козырек и наш поезд самосильно пошел.",ДОКТОР МЕДИЦИНЫ
"И какой такой чудак сказал, что в Питере жить плохо? Замечательно жить. Нигде нет такого веселья, как в Питере. Только были бы денежки. А без денег... Это точно, что пропадешь без денег. И когда же придет такое великолепное время, что человеку все будет бесплатно?",ЛЯЛЬКА ПЯТЬДЕСЯТ
"По вечерам на Невском гуляют люди. И не так чтобы прогулкой, а на углу постоят, полюбопытствуют на девочек, пройдут по-весеннему -- танцуют ноги, и на угол снова... И на каждый случай нужны денежки. На каждый случай особый денежный расчет...",ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Эх, подходи, фартовый мальчик, подходи! Угощай папиросочкой...",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Не подойдет Максим. У Максима дельце есть на прицеле. Ровнехонько складывается в голове, как и что. Как начать и себя как повести. У Максима",ЛЯЛЬКА ПЯТЬДЕСЯТ
замечательное дельце. Опасное. Не засыпется Максим -- холодок аж по коже -- в гору пойдет. Разбогатеет это ужасно как. Ляльку Пятьдесят к себе возьмет. Вот как. И возьмет.,ЛЯЛЬКА ПЯТЬДЕСЯТ
"Очень уж замечательная эта Лялька Пятьдесят. Деньги она обожает -- даст Максим ей денег. Не жалко. Денег ей много нужно -- верно. Такой-то не мало денег нужно. Ковер, пожалуйста, на стене, коврище на полу, а в белой клетке -- тропическая птица попугай. Сахар жрет... Хе-хе. ..",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Конешно, нужны денежки. Нужны, пока не пришло человеку бесплатное время.",ЛЯЛЬКА ПЯТЬДЕСЯТ
А Лялька Пятьдесят легка на помине. Идет -- каблучками постукивает.,ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Здравствуй, Ляля Пятьдесят. . . Каково живешь? Не узнала, милая?",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Узнала Лялька. Как не узнать -- шпана известная. .. Только корысти-то нет от разговоров. У Ляльки дорога к Невскому, а у Максима, может, в другую сторону.",ЛЯЛЬКА ПЯТЬДЕСЯТ
Нелюбезная сегодня Лялька. В приятной беседе нет ей удовольствия. Не надо.,ЛЯЛЬКА ПЯТЬДЕСЯТ
"Подошел Максимка близко к ней, в ясные глазки посмотрел.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Приду, -- сказал, -- к тебе вечером. С большими деньгами. Жди -- поджидай.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Улыбнулась, засмеялась Лялька, да не поверила. Дескать, врет шпана. И зачем такое врет? Непонятно.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Но, прощаясь, на всякий случай за ручку подержалась.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Пошел Максим на Николаевскую, постоял у нужного дома, а в голове дельце все в тонкостях. Отпусти, скажет, бабка Авдотья, товарцу на десять косых. Отпустит бабка, а там как по маслу. Не будет никакого заскока. А заскока не будет -- так придет Максимка к Ляльке Пятьдесят. Выложит денежки... ""Бери, -- скажет, -- пожалуйста. Не имею к деньгам пристрастия. Бери пачечку за поцелуй"". ..",ЛЯЛЬКА ПЯТЬДЕСЯТ
"А Лялька в это время вышла к Невскому, постояла на углу, покачала бедрами, потопала ножками, будто чечетку пляшет, и сразу заимела китайского богача.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Смешно, конешно, что китайского ходю.",ЛЯЛЬКА ПЯТЬДЕСЯТ
Любопытно даже. Да только по-русски китаец говорит замечательно.,ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Пойду, -- говорит, -- к тебе, красивая.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Написано мелом на дверях: ""портной"". Да только нет здесь никакого портного. И никогда и не было. А живет здесь Авдотья спекулянтка. У ней закрытое мелочное заведение. Она и написала мелом на дверях для отвода глаз.",ЛЯЛЬКА ПЯТЬДЕСЯТ
К этой-то бабке Авдотье и пошел Максим.,ЛЯЛЬКА ПЯТЬДЕСЯТ
"В дверь, где мелом ""портной"" сказано, постучал условно.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"А когда открыли ему дверь -- так сразу покосился весь Максимкин план. Не Авдотья, а муж бабки Авдотьи стоял перед Максимом.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Шагнул Максим за порог, лопочет непонятное. Сам соображает, как и что. Покосился план, да и только. Не во-время приехал чортов муж...",ЛЯЛЬКА ПЯТЬДЕСЯТ
Говорит Максимка глупые слова:,ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Отпусти, -- говорит, -- бабка Авдотья, на десять косых...",ЛЯЛЬКА ПЯТЬДЕСЯТ
Усмехнулся бабкин муж и в комнату пошел.,ЛЯЛЬКА ПЯТЬДЕСЯТ
А Максим за ним.,ЛЯЛЬКА ПЯТЬДЕСЯТ
"Бабкин муж веса ставит, а Максимка примеряет: как и что. Да только покосился план, мыслимо ли сразу лазеечку найти.",ЛЯЛЬКА ПЯТЬДЕСЯТ
А бабкин муж интересуется:,ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Какого же тебе товарцу, кавалер?",ЛЯЛЬКА ПЯТЬДЕСЯТ
-- Разного товарцу отпусти...,ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Из кисленького, может быть, -- интересуется, -- капусточки?",ЛЯЛЬКА ПЯТЬДЕСЯТ
"-- Из кисленького, бабка Авдотья.",ЛЯЛЬКА ПЯТЬДЕСЯТ
"Стал тут бабкин муж капусту класть из кадочки, а Максим метнул сюда-туда глазом. Максим схватил гирьку и трехфунтовой гирькой тюкнул по голове бабкиного мужа.",ЛЯЛЬКА ПЯТЬДЕСЯТ
