lemma	pos	freq_ipm
архетипический	a	0.7
архив	s	35.3
архивариус	s	0.7
архивист	s	0.5
архивный	a	6.2
архиепископ	s	10.5
архиерей	s	5.3
архиерейский	a	3.4
архимандрит	s	5.5
архипастырский	a	0.5
архипастырь	s	2.2
архипелаг	s	5.7
Архипов	s.PROP	3.4
архистратиг	s	0.4
архитектоника	s	0.6
архитектор	s	33.3
архитектура	s	34.3
архитектурно-планировочный	a	0.4
архитектурно-строительный	a	0.8
архитектурный	a	21.1
аршин	s	3.6
аршинный	a	0.5
арык	s	1.2
арьергард	s	0.9
ас	s	6
асана	s	1.1
асбест	s	1.2
асбестовый	a	0.5
Асеев	s.PROP	2.2
асимметричный	a	2.6
асимметрия	s	2.4
асинхронный	a	0.6
аскеза	s	0.8
аскер	s	0.7
аскет	s	1.6
аскетизм	s	1.7
аскетический	a	2.6
аскетичный	a	0.9
аскорбиновый	a	0.7
Аслан	s.PROP	3.1
асоциальный	a	0.8
аспект	s	35.6
аспид	s	0.7
аспирант	s	8.3
аспирантка	s	3.2
аспирантский	a	0.7
аспирантура	s	7.5
аспирин	s	2.6
асс	s	0.6
ассамблея	s	5.2
ассасин	s	0.4
ассенизатор	s	0.4
ассигнация	s	1.6
ассигнование	s	3.5
ассигновать	v	0.5
ассимилировать	v	0.7
ассимилироваться	v	0.5
ассимиляция	s	1.6
ассириец	s	0.4
ассирийский	a	0.8
ассистент	s	8.4
ассистентка	s	1.5
ассистировать	v	1.3
ассорти	s	0.7
ассортимент	s	14.5
ассортиментный	a	0.8
ассоциативный	a	2.9
ассоциация	s	44.9
ассоциированный	a	1.4
ассоциировать	v	1.8
ассоциироваться	v	7.2
Астана	s.PROP	1.9
Астафьев	s.PROP	4
астероид	s	1.5
астма	s	2.8
астматик	s	0.5
астматический	a	0.4
Астория	s.PROP	1.9
астра	s	3.8
астрал	s	0.6
астральный	a	1.4
астраханский	a	6.7
Астрахань	s.PROP	5.6
астровирус	s	0.4
астролог	s	3.4
астрологический	a	1.1
астрология	s	1.2
астронавт	s	1.7
астроном	s	6.2
астрономический	a	5.7
астрономия	s	6.4
астрофизик	s	1.4
астрофизика	s	1.7
астрофизический	a	0.8
АСУ	s.PROP	1.7
асфальт	s	29.1
асфальтировать	v	1.4
асфальтовый	a	4.3
аська	s	2
Ася	s.PROP	12.4
атавизм	s	0.8
атака	s	42.7
атаковать	v	14.9
атаман	s	5.8
атас	intj	0.7
атеизм	s	2.8
атеист	s	4.6
атеистический	a	2
ателье	s	4.1
атеросклероз	s	1.1
атипичный	a	1.2
атлант	s	1.7
Атланта	s.PROP	1.8
Атлантида	s.PROP	3.2
Атлантика	s.PROP	4.2
атлантический	a	4.1
атлас	s	5.8
атласный	a	2.8
атлет	s	2.5
атлетика	s	2.3
атлетический	a	1.3
атмосфера	s	56.4
атмосферный	a	6.2
атолл	s	0.8
атом	s	20.5
атомарный	a	0.8
атомный	a	32.4
атомоход	s	0.9
атомщик	s	0.9
АТР	s.PROP	1.8
атрибут	s	10.9
атрибутивный	a	1.2
атрибутика	s	1.5
атрибуция	s	0.6
атриум	s	0.4
атрофироваться	v	0.6
атрофия	s	0.5
АТС	s.PROP	2.1
атташе	s	3
аттенуация	s	1.3
аттенуировать	v	0.7
аттестат	s	5.2
аттестационный	a	0.7
аттестация	s	4
аттестовать	v	1.8
аттитюд	s	3.4
аттрактивный	a	0.7
аттрактор	s	0.8
аттракцион	s	7.1
ау	intj	1.9
Ауди	s.PROP	3
аудиенция	s	2.2
аудиовизуальный	a	0.8
аудиозапись	s	0.8
аудиокассета	s	0.6
аудиосистема	s	0.8
аудит	s	3.7
аудитор	s	4.5
аудитория	s	31.9
аудиторский	a	3.2
аукаться	v	0.6
аукнуться	v	1.2
ауксин	s	0.7
аукцион	s	17
аукционный	a	1.9
аул	s	2.2
аура	s	5.1
аут	s	0.9
аутентичный	a	0.9
аутодафе	s	0.4
аутоиммунный	a	0.5
аутотренинг	s	0.6
аутсайдер	s	2.1
аутсорсинг	s	1.3
аф	intj	0.6
Афанасий	s.PROP	7.1
Афанасьев	s.PROP	4.6
Афанасьевич	s.PROP	8
Афган	s.PROP	1.7
афганец	s	3.4
Афганистан	s.PROP	24.4
афганский	a	8.7
афера	s	3.5
аферист	s	2
аферистка	s	0.4
Афина	s.PROP	3.5
афинский	a	1.3
афиша	s	11
афишировать	v	1.9
афишироваться	v	0.4
афишка	s	0.5
афишный	a	0.4
афонский	a	0.5
афоризм	s	5.3
Африка	s.PROP	24.2
африканец	s	2.6
африканский	a	11.6
афроамериканец	s	0.8
Афродита	s.PROP	2.2
аффект	s	1.9
аффектация	s	0.5
аффективный	a	1.9
аффилированный	a	0.7
аффилировать	v	0.9
аффинный	a	0.6
ах	intj	82.9
ахать	v	3.4
ахилл	s	0.8
ахиллесов	a	0.7
ахинея	s	1.7
Ахмад	s.PROP	2.6
Ахмадулин	s.PROP	2
Ахматов	s.PROP	33
ахматовский	a	1.6
Ахмед	s.PROP	2.9
ахнуть	v	12.3
аховый	a	0.4
ахти	intj	1.8
ацетат	s	1.6
ацетон	s	1.9
ацикловир	s	0.7
ацтек	s	0.8
ачинский	a	0.4
ашрам	s	0.6
Ашхабад	s.PROP	2.5
ашхабадский	a	0.4
аще	conj	1
аэрация	s	0.4
аэробика	s	1.7
аэробный	a	0.7
аэробус	s	0.5
аэровокзал	s	1.5
аэрогенный	a	0.4
аэродинамика	s	2
аэродинамический	a	3.6
аэродром	s	20
аэродромный	a	1.2
аэрозоль	s	2
аэрозольный	a	1.2
аэроклуб	s	1.2
аэрокосмический	a	1.6
аэроплан	s	2.2
аэропорт	s	37.2
аэропортовский	a	0.5
аэростат	s	2.1
Аэрофлот	s.PROP	7.7
аэрофлотовский	a	0.4
аэрофотоснимок	s	0.4
аэрофотосъемка	s	0.7
АЭС	s.PROP	3.7
аят	s	0.5
аятолла	s	0.6
Аяцков	s.PROP	2.4
б	part	70.5
ба	intj	1.8
баба	s	81.2
Бабаев	s.PROP	1.6
бабай	s	1
бабах	intj	0.4
ба-бах	intj	0.4
бабахнуть	v	0.9
баба-яга	s	2.5
Бабель	s.PROP	6.3
бабенка	s	2.3
бабетта	s	0.4
бабий	a	10.5
Бабич	s.PROP	1.7
бабища	s	0.5
бабка	s	42
бабкин	a	1.7
бабник	s	2.5
бабонька	s	0.6
бабочка	s	21.3
бабский	a	1.4
бабулька	s	1.4
бабуля	s	4.5
бабуся	s	3.5
бабушка	s	101.8
бабушкин	a	7
баварец	s	0.4
Бавария	s.PROP	2.6
баварский	a	2
багаж	s	12
багажник	s	10.3
багажный	a	2.4
Багдад	s.PROP	5.3
багдадский	a	0.8
багет	s	0.8
багор	s	1.7
багроветь	v	1.4
багровый	a	6.9
багряный	a	1.1
багульник	s	0.5
бадминтон	s	0.6
бадья	s	1.8
баженовский	a	2.9
база	s	146.7
базальный	a	5.1
базальт	s	1.2
базальтовый	a	1
базар	s	22.6
базарить	v	1
базарный	a	3.1
базарчик	s	0.5
базельский	a	0.6
базилик	s	0.6
базилика	s	1.2
базирование	s	4
базироваться	v	12.6
базис	s	3.7
базисный	a	2.5
базовый	a	28.4
баиньки	adv	0.4
бай	s	1.2
байда	s	0.6
байдара	s	0.5
байдарка	s	1.5
байка	s	6
Байкал	s.PROP	6.8
байкальский	a	2.1
байкер	s	1
байковый	a	2.2
Байконур	s.PROP	2.4
Байрон	s.PROP	3
байт	s	1
бак	s	15.1
бакалавр	s	1.5
бакен	s	1.5
бакенбарда	s	2.4
бакинец	s	1.4
бакинский	a	4.5
баклажан	s	4
баклан	s	0.9
баклуша	s	1
бакс	s	10.1
бактериальный	a	2
бактериологический	a	1.2
бактериофаг	s	0.6
бактерицидный	a	0.8
бактерия	s	7.5
Баку	s.PROP	13.3
бакуловирус	s	0.5
Бакунин	s.PROP	1.7
бал	s	14.7
балаболка	s	0.5
балаган	s	3.1
балаганный	a	0.8
балаганчик	s	0.9
балагур	s	0.9
балагурить	v	0.9
балакать	v	0.5
балаковский	a	0.7
балалаечник	s	0.4
балалайка	s	2.6
баланда	s	2.7
баланс	s	27.8
балансирование	s	0.7
балансировать	v	3.8
балансировка	s	0.5
балансовый	a	2.9
балахон	s	2.2
балашихинский	a	0.4
балбес	s	1.7
балда	s	2.5
балдахин	s	0.9
балдеть	v	1.5
балерина	s	8.1
балет	s	21.4
балетмейстер	s	2.1
балетный	a	6.5
балка	s	9.9
балканский	a	2.5
Балканы	s.PROP	4.6
балкон	s	28.2
балконный	a	2.3
балкончик	s	1.4
балл	s	13.1
баллада	s	5.1
балласт	s	1.8
баллистика	s	0.5
баллистический	a	5.1
баллон	s	6.2
баллончик	s	1.4
баллотироваться	v	4.5
балльный	a	1
балованный	a	0.6
баловать	v	5.8
баловаться	v	4.4
баловень	s	1.7
баловство	s	2.2
балтийский	a	9.5
Балтика	s.PROP	6
Балтия	s.PROP	3.4
балык	s	0.7
Бальзак	s.PROP	2.4
бальзаковский	a	0.6
бальзам	s	3
бальзамин	s	0.5
Бальмонт	s.PROP	2.1
бальный	a	2.4
балюстрада	s	1.3
балясина	s	0.7
бамбук	s	2.6
бамбуковый	a	2.9
бампер	s	3.7
банальнейший	a	0.4
банально	adv	1.7
банальность	s	3.8
банальный	a	13.6
банан	s	7.3
банановый	a	1.3
Бангкок	s.PROP	2.5
бангкокский	a	0.6
банда	s	15.3
бандаж	s	0.5
бандгруппа	s	0.5
бандеровец	s	0.8
бандероль	s	3.3
банджо	s	0.4
бандит	s	42.8
бандитизм	s	2.1
бандитский	a	6.9
бандура	s	0.5
бандформирование	s	2
бандюга	s	1
бандюк	s	0.5
банк	s	178.1
банка	s	49
банкет	s	11.5
банкетка	s	0.5
банкетный	a	1.7
банкир	s	13.1
банкирский	a	0.5
банкнот	s	0.5
банкнота	s	3.2
банковский	a	38
банкомат	s	2.2
банкрот	s	3.7
банкротить	v	0.5
банкротство	s	20.9
банк-эмитент	s	0.5
баннер	s	1.2
баннерный	a	0.4
банный	a	4.3
баночка	s	7.2
баночный	a	0.7
бант	s	5.2
бантик	s	3.3
банщик	s	0.7
банька	s	3.7
баня	s	38.5
баобаб	s	0.5
баптист	s	1.3
баптистский	a	0.5
бар	s	26
барабан	s	15.7
барабанить	v	2.7
барабанный	a	3.5
барабанчик	s	0.4
барабанщик	s	2.5
барак	s	25.3
баран	s	8.9
бараний	a	4.1
баранина	s	4.3
баранка	s	4.1
Баранов	s.PROP	5.2
барахлить	v	1.2
барахлишко	s	0.5
барахло	s	5.5
барахолка	s	1.6
барахтаться	v	3.3
барачный	a	1.6
барашек	s	2.6
барашковый	a	0.5
Барбара	s.PROP	4.7
барбарис	s	2.1
барбекю	s	1.2
Барби	s.PROP	3.3
барбос	s	0.7
бард	s	3.3
бардак	s	4.4
бардачок	s	1.9
бардовский	a	0.4
барельеф	s	2.3
баренцев	a	1.7
баржа	s	8
барий	s	0.5
барин	s	7.4
барионный	a	0.5
баритон	s	5.5
баритональный	a	0.5
барк	s	0.5
барка	s	0.7
баркан	s	0.4
баркас	s	1.1
бармен	s	6.3
барменша	s	0.9
Барнаул	s.PROP	3.1
барнаульский	a	1
барный	a	1.1
барокамера	s	0.5
барокко	a	0.8
барокко	s	2.7
барометр	s	1.8
барон	s	25.4
баронесса	s	4.9
барочный	a	1.4
барракуда	s	0.5
баррель	s	4.7
баррикада	s	5.1
баррикадный	a	0.4
Баррикелло	s.PROP	2.5
барс	s	3.9
Барселона	s.PROP	5.3
барселонский	a	0.5
барский	a	4.7
барственный	a	0.4
барство	s	0.5
барсук	s	1.4
Барсуков	s.PROP	4.9
барсучий	a	0.5
Барт	s.PROP	1.8
бартер	s	1.5
бартерный	a	0.8
бархан	s	1.1
бархат	s	5.4
бархатистый	a	1.5
бархатный	a	11.3
бархатцы	s	0.5
бархотка	s	0.5
барчук	s	0.4
барщина	s	0.4
барыга	s	1
барыня	s	3.6
барыш	s	1.3
барышня	s	13.1
барьер	s	22.3
барьерный	a	0.7
бас	s	11.4
Басаев	s.PROP	4.9
бас-гитара	s	0.5
басистый	a	0.4
