id,date,total_death_missing,location,lat,lon,collapsed_region,region,collapsed_cause,cause_of_death
216,17-Oct-2014,1,Between Bosaso and Yemen (Jalooba),12.6082,48.8232,Africa,Horn of Africa,Drowning,Drowning
217,17-Oct-2014,1,Between Bosaso and Yemen (Bin Sinaa),12.5331,47.9224,Africa,Horn of Africa,Drowning,Drowning
218,17-Oct-2014,1,"Santa Ana, Sonora",30.5398333,-111.1196215,Central America,Central America,Accident,Fall from train
219,19-Oct-2014,1,Calais,50.9513,1.85869,Europe,Europe,Accident,Vehicle Accident
220,20-Oct-2014,1,Between Bosaso and Yemen (Bin Sinaa),12.5331,47.9224,Africa,Horn of Africa,Drowning,Drowning
221,24-Oct-2014,1,Between Bosaso and Yemen (Bin Sinaa),12.5331,47.9224,Africa,Horn of Africa,Drowning,Drowning
222,27-Oct-2014,1,Between Bosaso and Yemen (Bin Sinaa),12.5331,47.9224,Africa,Horn of Africa,Drowning,Drowning
223,29-Oct-2014,1,Between Bosaso and Yemen (Hasihasah),12.5331,47.9224,Africa,Horn of Africa,Drowning,Drowning
224,7-Nov-2014,38,"Near Rumeli Feneri, at confluence Bosphorus and Black Sea",41.2344374,29.112145,Middle East,Middle East,Drowning,Drowning
225,12-Nov-2014,4,"Aegean Sea, Westen Turkey, off coast of Ayvalik",39.279,26.532,Mediterranean,Mediterranean,Drowning,Drowning
226,16-Nov-2014,30,off cost of Djibouti,12.093,44.0305,Africa,Horn of Africa,Drowning,Drowning
227,19-Nov-2014,2,"Dunkirk, Loon-Plague port",50.9966,2.2574,Europe,Europe,Accident,Burned
228,23-Nov-2014,6,Between Libya and Italy,36.3151,12.9199,Mediterranean,Mediterranean,Drowning,Drowning
229,24-Nov-2014,12,Between Libya and Italy,35.9246,13.1616,Mediterranean,Mediterranean,Drowning,Drowning
230,28-Nov-2014,4,"Bulgaria/Serbia border, near the village of Kireevo in south-western Bulgaria",43.7871261,22.3723774,Europe,Europe,Harsh Conditions,"Exposure, Harsh conditions"
231,5-Dec-2014,41,Various locations in Mexico,23.6345,-102.553,Central America,Central America,Mixed,Mixed
232,29-Dec-2014,1,On A16 highway near Calais direction Calais-Boulogne,50.8476,1.75781,Europe,Europe,Accident,Vehicle Accident
233,30-Dec-2014,4,"Bodies recovered near Zarzia and Ben Gardane, Tunsia",33.482565,11.109411,Mediterranean,Mediterranean,Drowning,Drowning
234,31-Dec-2014,750,"Vast majority going towards Thailand and Malaysia, others more south in the Indian Ocean",0.175781204,77.43164075,Asia,Southeast Asia,Starvation / Dehydration,"Starvation, Violence, Dehydration"
235,31-Dec-2014,30,Unspecified location between North Africa and Italy,34.3071,16.6113,Mediterranean,Mediterranean,Unknown / Other,Unknown
236,31-Dec-2014,24,"Off coast of Yemen, near al-Makha port",13.1383,43.1598,Africa,Horn of Africa,Drowning,Drowning
237,31-Dec-2014,23,"20 miles (32 kilometers) off Cabo de Gata cape, Spain",36.3992,-2.38403,Mediterranean,Mediterranean,Drowning,Drowning
238,31-Dec-2014,17,"40 miles north of Tripoli, Libya in the Channel of Sicily.",34.1618,13.0737,Mediterranean,Mediterranean,Harsh Conditions,Hyperthermia
239,31-Dec-2014,9,"Off town of Gümü?lük, near the city of Bodrum, Turkey",36.9993,27.36418,Mediterranean,Mediterranean,Drowning,Drowning
240,31-Dec-2014,9,"off the coast of Tangier, Strait of Gibraltar",35.8468,-5.80353,Mediterranean,Mediterranean,Drowning,Drowning
241,31-Dec-2014,5,Unspecified location between North Africa and Italy,34.8138,13.7109,Mediterranean,Mediterranean,Drowning,Drowning
242,31-Dec-2014,2,Greece to Italy,39.9771,19.0503,Mediterranean,Mediterranean,Drowning,Drowning
243,31-Dec-2014,1,International waters about 22 miles from Cuban territory.,23.6445,-80.2881,Caribbean,Caribbean,Drowning,Drowning
244,31-Dec-2014,1,"M25 highway, United Kingdom (driving from Calais)",51.1208,1.0437,Europe,Europe,Accident,Vehicle Accident
245,31-Dec-2014,1,"Unspecified location, Libya",25.131133,11.858396,Africa,North Africa,Violence,Murdered
246,1-Jan-2015,26,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Harsh Conditions,Harsh conditions
247,1-Jan-2015,3,"Island off the coast of Phang Nga, the mainland province north of Phuket.",8.111574,98.448911,Asia,Southeast Asia,Shooting,Shot
248,1-Jan-2015,2,"Obock, Djibouti",11.9647465,43.2884071,Africa,Horn of Africa,Starvation / Dehydration,Starvation
249,1-Jan-2015,1,"Al Qatrun, Libya",30.404114,19.565918,Africa,North Africa,Violence,Murdered
250,1-Jan-2015,1,Ethiopian-Djibouti border,13.149,44.8505,Africa,Horn of Africa,Shooting,Shot
251,1-Jan-2015,1,"Taizz, Yemen",13.5775886,44.0177989,Africa,Horn of Africa,Unknown / Other,Unknown
252,1-Jan-2015,1,"Lahj, Yemen",13.5697,44.0146,Africa,Horn of Africa,Unknown / Other,Unknown
253,1-Jan-2015,1,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Violence,Violence
254,3-Jan-2015,1,"Unspecified location off the coast of Sand Quay Island, South Sound, Grand Cayman",19.2696881,-81.3921992,Caribbean,Caribbean,Drowning,Drowning
255,3-Jan-2015,1,Unspecified location in Greece en route to Northern Europe,41.1689113,21.5287356,Europe,Europe,Harsh Conditions,Hypothermia
256,4-Jan-2015,5,"80 km north of the Argelia Coast, Spain",35.908983,-1.592287,Mediterranean,Mediterranean,Drowning,Drowning
257,4-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
258,4-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
259,7-Jan-2015,2,Limpopo River in Zimbabwe near border with South Africa,-23.6499447,30.1209092,Africa,Sub-Saharan Africa,Drowning,Drowning
260,7-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
261,8-Jan-2015,1,Unspecified location in Macedonia en route to Europe,42.2065073,21.2014347,Europe,Europe,Accident,Vehicle Accident
262,9-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
263,10-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
264,11-Jan-2015,1,"Travelling between Phangnga to Songkhla, Thailand. Intercepted at a checkpoint in Hua Sai district in Nakhon Si Thammarat province.",7.2502406,100.3383155,Asia,Southeast Asia,Shooting,Shot
265,14-Jan-2015,2,"Hua Sai district in Nakhon Si Thammarat province, Thailand",8.5822981,99.2249201,Asia,Southeast Asia,Mixed,"Exhaustion, Dehydration"
266,16-Jan-2015,45,"Off the coast of Zliten, Libya",36.8103313,27.2712639,Mediterranean,Mediterranean,Drowning,Drowning
267,17-Jan-2015,1,"Gregorio Mendez, Tabasco, Mexico",18.056331,-93.084468,Central America,Central America,Violence,Murdered
268,18-Jan-2015,1,"Unspecified location between North Africa and Italy. Body brought to Reggio Calabria, Italy.",34.8859,14.4141,Mediterranean,Mediterranean,Unknown / Other,Unknown
269,19-Jan-2015,1,"Near railway tracks, Villahermosa, Tabasco, Mexico",17.983326,-92.916667,Central America,Central America,Violence,Murdered
270,20-Jan-2015,12,"between Tarhuna and Tripoli, Libya",32.581556,13.178704,Africa,North Africa,Accident,Vehicle Accident
271,20-Jan-2015,1,"Highway out of Reforma, Tabasco, Mexico",17.875807,-93.151203,Central America,Central America,Accident,Vehicle Accident
272,22-Jan-2015,21,"Off the coast of Mellieha, Malta",35.272947,-2.924594,Mediterranean,Mediterranean,Drowning,Drowning
273,23-Jan-2015,1,Unspecified location on the Libyan/Sudanese border,20.7795755,24.1526261,Africa,North Africa,Accident,Vehicle Accident
274,25-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
275,27-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
276,27-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
277,28-Jan-2015,1,"Community of Copey, province of Montecristi, Dominican Republic",18.9251,-72.7247,Caribbean,Caribbean,Unknown / Other,Unknown
278,29-Jan-2015,57,Bay of Bengal,17.61569445,93.01077691,Asia,Southeast Asia,Drowning,Drowning
279,30-Jan-2015,10,"Melilla,Spain (near town of Nador)",35.286196,-2.9589928,Mediterranean,Mediterranean,Drowning,Drowning
280,30-Jan-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Drowning,Drowning
281,2-Feb-2015,36,"Bab El Mandeb, off Dhubab",12.9422264,43.4126877,Africa,Horn of Africa,Drowning,Drowning
282,2-Feb-2015,3,Arabian Sea,1.006620563,47.8137325,Africa,Horn of Africa,Drowning,Drowning
283,6-Feb-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Drowning,Drowning
284,6-Feb-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
285,7-Feb-2015,9,"Marmaris, en route to Rhodes",34.579,12.4365,Mediterranean,Mediterranean,Drowning,Drowning
286,8-Feb-2015,29,Lampedusa,34.3797,12.8101,Mediterranean,Mediterranean,Harsh Conditions,Hypothermia
287,9-Feb-2015,307,Between Libya and Lampedusa,34.3616,12.9858,Mediterranean,Mediterranean,Drowning,Drowning
288,14-Feb-2015,1,"Calais 'jungle', France",50.9513,1.85869,Europe,Europe,Violence,Violence
289,18-Feb-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
290,21-Feb-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
291,21-Feb-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
292,23-Feb-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
293,24-Feb-2015,1,"La Cuchilla sector in municipality of Concepción Chiquirichapa, Quetzaltenango, Guatemala",14.633328,-92.133327,Central America,Central America,Unknown / Other,Unknown
294,27-Feb-2015,15,Near Macau,22.198745,113.543873,Asia,East Asia,Drowning,Drowning
295,28-Feb-2015,6,Rio Grande,29.7110679,-101.5693805,US-Mexico Border,US-Mexico Border,Drowning,Drowning
296,28-Feb-2015,5,"Tajoura, Libya",32.82678851,13.41891336,Africa,North Africa,Violence,Violence
297,1-Mar-2015,3,"Sahara Desert, between Agadez, Niger and Sabha, Libya",19.075158,8.024068,Africa,North Africa,Harsh Conditions,Harsh conditions
298,1-Mar-2015,2,"Tripoli, Libya",32.849232,13.1648,Africa,North Africa,Violence,Murdered
299,1-Mar-2015,2,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Sickness,Sickness and lack of access to medicines
300,1-Mar-2015,2,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Violence,Violence
301,1-Mar-2015,1,"Tripoli, Libya",32.849232,13.1648,Africa,North Africa,Violence,Murdered
302,3-Mar-2015,50,Channel of Sicily,36.0313,13.3594,Mediterranean,Mediterranean,Drowning,Drowning
303,3-Mar-2015,1,"Woods near Palo Blanco Community, DR",18.7862266,-71.6468503,Caribbean,Caribbean,Violence,"Rape, Murdered"
304,4-Mar-2015,25,"Off the coast of Nuadibu, Mauritania",20.94764809,-17.08703897,Africa,North Africa,Drowning,Drowning
305,4-Mar-2015,1,"Camelinas 2309, Chapultepec Nte., 58260 Morelia, Mich., Mexico",19.682152,-101.169727,Central America,Central America,Unknown / Other,Unknown
306,6-Mar-2015,1,"Rio Grande, near Miguel Alemán, Tamaulipas, Mexico",27.623664,-99.6343146,US-Mexico Border,US-Mexico Border,Drowning,Drowning
307,6-Mar-2015,1,"West Main Canal, Seeley, CA",32.7467054,-115.6672601,US-Mexico Border,US-Mexico Border,Drowning,Drowning
308,6-Mar-2015,1,"Chacamax River, Chiapas, Mexico",17.480292,-91.720399,Central America,Central America,Drowning,Drowning
309,6-Mar-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
310,8-Mar-2015,4,Off the coast of Tan-Tan in the Maghreb country,28.4380408,-11.0987374,Africa,North Africa,Drowning,Drowning
311,9-Mar-2015,42,"Unspecified location off the coast of Bi’r Ali in the southern Shabwah province, Yemen",14.0247294,48.3451962,Africa,Horn of Africa,Drowning,Drowning
312,9-Mar-2015,1,"in the Chacamax River in the municipality of Palenque, Chiapas, Mexico",17.4987,-91.9804,Central America,Central America,Drowning,Drowning
313,10-Mar-2015,2,"Uzgaç Village, Turkey",41.79227,26.437847,Middle East,Middle East,Harsh Conditions,Hypothermia
314,11-Mar-2015,12,"Near Tan-Tan Beach, Gran Canaria",28.1023997,-15.4155933,Africa,North Africa,Drowning,Drowning
315,11-Mar-2015,1,"Rio Grande near Guerrero, Coahuila, Mexico",28.3356884,-100.391984,US-Mexico Border,US-Mexico Border,Drowning,Drowning
316,17-Mar-2015,9,"Bodies found in clandestine grave in the municipality of Güémez, Tamaulipas",23.9184477,-99.007484,Central America,Central America,Unknown / Other,Unknown
317,17-Mar-2015,8,"Bodrum, Turkey, en route to Kos",37.020073,27.401316,Mediterranean,Mediterranean,Drowning,Drowning
318,17-Mar-2015,6,"Tabasco state, Mexico",17.9477122,-93.6800339,Central America,Central America,Accident,Train Accident
319,17-Mar-2015,1,"All American Canal, East of Highline Canal, Calexico CA",32.6684842,-115.5054366,US-Mexico Border,US-Mexico Border,Drowning,Drowning
320,17-Mar-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
321,17-Mar-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
322,17-Mar-2015,0,"Tabasco state, Mexico",17.9477122,-93.6800339,Central America,Central America,Accident,Train Accident
323,19-Mar-2015,3,"Zarzis, Tunisa",33.5041035,11.0881494,Mediterranean,Mediterranean,Drowning,Drowning
324,26-Mar-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Violence,Excessive Physical Abuse
325,26-Mar-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Violence,Violence
326,29-Mar-2015,4,"In the Sahara Desert, Libya",28.9493768,17.2857635,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Suffocation"
327,29-Mar-2015,1,"100 meters from the road to Matehuala, Mexico",23.692761,-100.625276,Central America,Central America,Unknown / Other,Unknown
328,31-Mar-2015,243,Andaman Sea,12.74901018,97.95118819,Asia,Southeast Asia,Mixed,Mixed
329,31-Mar-2015,130,"Bay of Bengal - departed from Myanmar, Rakhine State",13.498141,89.487406,Asia,Southeast Asia,Drowning,Drowning
330,31-Mar-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
331,1-Apr-2015,2,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Sickness,Sickness and lack of access to medicines
332,1-Apr-2015,1,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Starvation / Dehydration,Dehydration
333,1-Apr-2015,1,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",19.075158,8.024068,Africa,North Africa,Sickness,Sickness and lack of access to medicines
334,1-Apr-2015,1,"Unspecified location, Libya",26.239989,12.913084,Africa,North Africa,Violence,Violence
335,2-Apr-2015,2,"Maputo, Mozambique",-25.899597,32.609314,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
336,2-Apr-2015,1,"In the sea, on the way to Tanzania",-6.744507,39.314697,Africa,Sub-Saharan Africa,Violence,Excessive Physical Abuse
337,3-Apr-2015,1,"Mona Island, Puerto Rico",18.0875678,-67.9294639,Caribbean,Caribbean,Drowning,Drowning
338,6-Apr-2015,11,"Aegean Sea Mugla Bozburun, Ye?ilova Gulf, Turkey, en route to Kos",37.4667,26.9667,Mediterranean,Mediterranean,Drowning,Drowning
339,6-Apr-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
340,8-Apr-2015,4,"Harare, Zimbabwe",-17.833191,31.032288,Africa,Sub-Saharan Africa,Violence,"Excessive Physical Abuse, Shot, Stabbed"
341,9-Apr-2015,40,"Borgne, west of Cap-Haitien, Haiti",19.8017484,-72.2866309,Caribbean,Caribbean,Drowning,Drowning
342,10-Apr-2015,2,"Unspecified location off the coast of Kafr el-Sheikh, Egypt",31.1063198,30.9419751,Mediterranean,Mediterranean,Drowning,Drowning
343,10-Apr-2015,1,Off the coast of Libya,34.2345,14.7437,Mediterranean,Mediterranean,Unknown / Other,Unknown
344,11-Apr-2015,3,off the coast of Bahamas,25.14497061,-77.69840402,Caribbean,Caribbean,Drowning,Drowning
345,13-Apr-2015,400,80 miles off the Libyan coasts,36.1734,17.572607,Mediterranean,Mediterranean,Drowning,Drowning
346,13-Apr-2015,1,"Zambesi River, Zimbabwe, at border with South Africa",-22.1876758,29.9265386,Africa,Sub-Saharan Africa,Unknown / Other,Unknown
347,13-Apr-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
348,13-Apr-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
349,14-Apr-2015,1,"Rio Bravo, Mexico",26.0379097,-98.0860041,US-Mexico Border,US-Mexico Border,Drowning,Drowning
350,15-Apr-2015,3,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",27.469219,-99.5496356,US-Mexico Border,US-Mexico Border,Drowning,Drowning
351,16-Apr-2015,41,Unspecified location between Libya and Italy,34.8859,14.4141,Mediterranean,Mediterranean,Drowning,Drowning
352,16-Apr-2015,12,Unspecified location between Libya and Italy,35.7465,14.4141,Mediterranean,Mediterranean,Drowning,Drowning
353,16-Apr-2015,1,"Between Hargeysa and Berbera, Somalia",9.915894,44.647095,Africa,Horn of Africa,Starvation / Dehydration,Dehydration
354,17-Apr-2015,1,Between Libya and Italy,35.7465,14.4141,Mediterranean,Mediterranean,Accident,Fuel burns
355,17-Apr-2015,1,"Rincón de Romos, Aguascalientes, Mexico",26.213257,-100.156984,Central America,Central America,Accident,Train Accident
356,18-Apr-2015,1022,"120 miles south of Lampedusa, 110 kilometers north of Libya (almost 70 miles)",35.03,14.6777,Mediterranean,Mediterranean,Drowning,Drowning
357,20-Apr-2015,2,"Zephyros beach, Rhodes, Greece (right on coast)",33.7123,11.4474,Mediterranean,Mediterranean,Drowning,Drowning
358,20-Apr-2015,1,"Zephyros beach, Rhodes, Greece (right on coast)",36.352782,27.938259,Mediterranean,Mediterranean,Drowning,Drowning
359,20-Apr-2015,1,"Karora, Eritrea",17.701111,38.369873,Africa,Horn of Africa,Accident,Vehicle Accident
360,21-Apr-2015,1,"under bus on ferry from Igoumenitsa, Greece to Bari, Italy",41.15024178,17.42118791,Mediterranean,Mediterranean,Accident,"Crushed, Vehicle Accident"
361,21-Apr-2015,1,"Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",27.4688428,-99.5574927,US-Mexico Border,US-Mexico Border,Drowning,Drowning
362,21-Apr-2015,1,"Federal highway 90, between Irapuato and Abasolo, Mexico",20.538573,-101.455532,Central America,Central America,Accident,Vehicle Accident
363,23-Apr-2015,14,"Pcinja, Veles, Macedonia",41.7164563,21.7722966,Europe,Europe,Accident,Train Accident
364,23-Apr-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
365,23-Apr-2015,1,Pima County jurisdiction,31.6214373,-111.9300934,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
366,24-Apr-2015,1,"Near Skopje, Macedonia",41.9973462,21.4279956,Europe,Europe,Accident,Train Accident
367,24-Apr-2015,1,"Brownsville Ship Channel, Cameron County, Texas",25.9590963,-97.2960378,US-Mexico Border,US-Mexico Border,Accident,Vehicle Accident
368,30-Apr-2015,2,"Misurata, Libya",32.31862536,15.1610537,Africa,North Africa,Shooting,Shot
